"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Fine Particulate Matter (µg/m³)
	"Berks County, PA"	"42011"	"2003"	"2003"	14.94
	"Berks County, PA"	"42011"	"2004"	"2004"	14.23
	"Berks County, PA"	"42011"	"2005"	"2005"	14.65
	"Berks County, PA"	"42011"	"2006"	"2006"	13.14
	"Berks County, PA"	"42011"	"2007"	"2007"	13.69
	"Berks County, PA"	"42011"	"2008"	"2008"	12.79
	"Blair County, PA"	"42013"	"2003"	"2003"	14.99
	"Blair County, PA"	"42013"	"2004"	"2004"	14.69
	"Blair County, PA"	"42013"	"2005"	"2005"	15.32
	"Blair County, PA"	"42013"	"2006"	"2006"	13.72
	"Blair County, PA"	"42013"	"2007"	"2007"	14.48
	"Blair County, PA"	"42013"	"2008"	"2008"	13.83
	"Bradford County, PA"	"42015"	"2003"	"2003"	11.48
	"Bradford County, PA"	"42015"	"2004"	"2004"	11.12
	"Bradford County, PA"	"42015"	"2005"	"2005"	11.71
	"Bradford County, PA"	"42015"	"2006"	"2006"	10.09
	"Bradford County, PA"	"42015"	"2007"	"2007"	10.68
	"Bradford County, PA"	"42015"	"2008"	"2008"	11.72
	"Bucks County, PA"	"42017"	"2003"	"2003"	14.74
	"Bucks County, PA"	"42017"	"2004"	"2004"	13.78
	"Bucks County, PA"	"42017"	"2005"	"2005"	14.19
	"Bucks County, PA"	"42017"	"2006"	"2006"	13.02
	"Bucks County, PA"	"42017"	"2007"	"2007"	13.09
	"Bucks County, PA"	"42017"	"2008"	"2008"	12.20
	"Butler County, PA"	"42019"	"2003"	"2003"	14.79
	"Butler County, PA"	"42019"	"2004"	"2004"	14.58
	"Butler County, PA"	"42019"	"2005"	"2005"	15.51
	"Butler County, PA"	"42019"	"2006"	"2006"	13.75
	"Butler County, PA"	"42019"	"2007"	"2007"	14.36
	"Butler County, PA"	"42019"	"2008"	"2008"	14.44
	"Cambria County, PA"	"42021"	"2003"	"2003"	14.98
	"Cambria County, PA"	"42021"	"2004"	"2004"	14.72
	"Cambria County, PA"	"42021"	"2005"	"2005"	15.39
	"Cambria County, PA"	"42021"	"2006"	"2006"	13.82
	"Cambria County, PA"	"42021"	"2007"	"2007"	14.55
	"Cambria County, PA"	"42021"	"2008"	"2008"	13.94
	"Cameron County, PA"	"42023"	"2003"	"2003"	13.49
	"Cameron County, PA"	"42023"	"2004"	"2004"	13.04
	"Cameron County, PA"	"42023"	"2005"	"2005"	13.91
	"Cameron County, PA"	"42023"	"2006"	"2006"	12.00
	"Cameron County, PA"	"42023"	"2007"	"2007"	12.64
	"Cameron County, PA"	"42023"	"2008"	"2008"	13.21
	"Carbon County, PA"	"42025"	"2003"	"2003"	14.17
	"Carbon County, PA"	"42025"	"2004"	"2004"	13.40
	"Carbon County, PA"	"42025"	"2005"	"2005"	13.87
	"Carbon County, PA"	"42025"	"2006"	"2006"	12.32
	"Carbon County, PA"	"42025"	"2007"	"2007"	12.90
	"Carbon County, PA"	"42025"	"2008"	"2008"	12.42
	"Centre County, PA"	"42027"	"2003"	"2003"	14.39
	"Centre County, PA"	"42027"	"2004"	"2004"	13.95
	"Centre County, PA"	"42027"	"2005"	"2005"	14.63
	"Centre County, PA"	"42027"	"2006"	"2006"	12.89
	"Centre County, PA"	"42027"	"2007"	"2007"	13.68
	"Centre County, PA"	"42027"	"2008"	"2008"	13.46
	"Chester County, PA"	"42029"	"2003"	"2003"	14.67
	"Chester County, PA"	"42029"	"2004"	"2004"	14.14
	"Chester County, PA"	"42029"	"2005"	"2005"	14.47
	"Chester County, PA"	"42029"	"2006"	"2006"	13.27
	"Chester County, PA"	"42029"	"2007"	"2007"	13.32
	"Chester County, PA"	"42029"	"2008"	"2008"	12.40
	"Clarion County, PA"	"42031"	"2003"	"2003"	14.44
	"Clarion County, PA"	"42031"	"2004"	"2004"	14.09
	"Clarion County, PA"	"42031"	"2005"	"2005"	15.07
	"Clarion County, PA"	"42031"	"2006"	"2006"	13.15
	"Clarion County, PA"	"42031"	"2007"	"2007"	13.76
	"Clarion County, PA"	"42031"	"2008"	"2008"	14.10
	"Clearfield County, PA"	"42033"	"2003"	"2003"	14.35
	"Clearfield County, PA"	"42033"	"2004"	"2004"	13.98
	"Clearfield County, PA"	"42033"	"2005"	"2005"	14.76
	"Clearfield County, PA"	"42033"	"2006"	"2006"	12.98
	"Clearfield County, PA"	"42033"	"2007"	"2007"	13.69
	"Clearfield County, PA"	"42033"	"2008"	"2008"	13.69
	"Clinton County, PA"	"42035"	"2003"	"2003"	13.59
	"Clinton County, PA"	"42035"	"2004"	"2004"	13.14
	"Clinton County, PA"	"42035"	"2005"	"2005"	13.87
	"Clinton County, PA"	"42035"	"2006"	"2006"	12.07
	"Clinton County, PA"	"42035"	"2007"	"2007"	12.78
	"Clinton County, PA"	"42035"	"2008"	"2008"	13.05
	"Columbia County, PA"	"42037"	"2003"	"2003"	13.68
	"Columbia County, PA"	"42037"	"2004"	"2004"	13.12
	"Columbia County, PA"	"42037"	"2005"	"2005"	13.64
	"Columbia County, PA"	"42037"	"2006"	"2006"	11.94
	"Columbia County, PA"	"42037"	"2007"	"2007"	12.77
	"Columbia County, PA"	"42037"	"2008"	"2008"	12.63
	"Crawford County, PA"	"42039"	"2003"	"2003"	14.33
	"Crawford County, PA"	"42039"	"2004"	"2004"	13.72
	"Crawford County, PA"	"42039"	"2005"	"2005"	15.06
	"Crawford County, PA"	"42039"	"2006"	"2006"	12.66
	"Crawford County, PA"	"42039"	"2007"	"2007"	13.16
	"Crawford County, PA"	"42039"	"2008"	"2008"	14.17
	"Cumberland County, PA"	"42041"	"2003"	"2003"	14.94
	"Cumberland County, PA"	"42041"	"2004"	"2004"	14.65
	"Cumberland County, PA"	"42041"	"2005"	"2005"	15.09
	"Cumberland County, PA"	"42041"	"2006"	"2006"	13.56
	"Cumberland County, PA"	"42041"	"2007"	"2007"	14.15
	"Cumberland County, PA"	"42041"	"2008"	"2008"	13.22
	"Dauphin County, PA"	"42043"	"2003"	"2003"	15.02
	"Dauphin County, PA"	"42043"	"2004"	"2004"	14.53
	"Dauphin County, PA"	"42043"	"2005"	"2005"	15.00
	"Dauphin County, PA"	"42043"	"2006"	"2006"	13.31
	"Dauphin County, PA"	"42043"	"2007"	"2007"	14.13
	"Dauphin County, PA"	"42043"	"2008"	"2008"	13.27
	"Delaware County, PA"	"42045"	"2003"	"2003"	14.51
	"Delaware County, PA"	"42045"	"2004"	"2004"	13.83
	"Delaware County, PA"	"42045"	"2005"	"2005"	14.18
	"Delaware County, PA"	"42045"	"2006"	"2006"	13.17
	"Delaware County, PA"	"42045"	"2007"	"2007"	13.00
	"Delaware County, PA"	"42045"	"2008"	"2008"	12.10
	"Elk County, PA"	"42047"	"2003"	"2003"	13.77
	"Elk County, PA"	"42047"	"2004"	"2004"	13.31
	"Elk County, PA"	"42047"	"2005"	"2005"	14.25
	"Elk County, PA"	"42047"	"2006"	"2006"	12.29
	"Elk County, PA"	"42047"	"2007"	"2007"	12.91
	"Elk County, PA"	"42047"	"2008"	"2008"	13.48
	"Erie County, PA"	"42049"	"2003"	"2003"	14.11
	"Erie County, PA"	"42049"	"2004"	"2004"	13.33
	"Erie County, PA"	"42049"	"2005"	"2005"	14.83
	"Erie County, PA"	"42049"	"2006"	"2006"	12.18
	"Erie County, PA"	"42049"	"2007"	"2007"	12.66
	"Erie County, PA"	"42049"	"2008"	"2008"	14.04
	"Fayette County, PA"	"42051"	"2003"	"2003"	14.84
	"Fayette County, PA"	"42051"	"2004"	"2004"	14.67
	"Fayette County, PA"	"42051"	"2005"	"2005"	15.37
	"Fayette County, PA"	"42051"	"2006"	"2006"	14.05
	"Fayette County, PA"	"42051"	"2007"	"2007"	14.75
	"Fayette County, PA"	"42051"	"2008"	"2008"	13.55
	"Forest County, PA"	"42053"	"2003"	"2003"	13.98
	"Forest County, PA"	"42053"	"2004"	"2004"	13.49
	"Forest County, PA"	"42053"	"2005"	"2005"	14.58
	"Forest County, PA"	"42053"	"2006"	"2006"	12.48
	"Forest County, PA"	"42053"	"2007"	"2007"	13.05
	"Forest County, PA"	"42053"	"2008"	"2008"	13.78
	"Franklin County, PA"	"42055"	"2003"	"2003"	14.87
	"Franklin County, PA"	"42055"	"2004"	"2004"	14.70
	"Franklin County, PA"	"42055"	"2005"	"2005"	15.14
	"Franklin County, PA"	"42055"	"2006"	"2006"	13.72
	"Franklin County, PA"	"42055"	"2007"	"2007"	14.20
	"Franklin County, PA"	"42055"	"2008"	"2008"	13.15
	"Fulton County, PA"	"42057"	"2003"	"2003"	14.86
	"Fulton County, PA"	"42057"	"2004"	"2004"	14.69
	"Fulton County, PA"	"42057"	"2005"	"2005"	15.18
	"Fulton County, PA"	"42057"	"2006"	"2006"	13.79
	"Fulton County, PA"	"42057"	"2007"	"2007"	14.30
	"Fulton County, PA"	"42057"	"2008"	"2008"	13.21
	"Greene County, PA"	"42059"	"2003"	"2003"	14.83
	"Greene County, PA"	"42059"	"2004"	"2004"	14.63
	"Greene County, PA"	"42059"	"2005"	"2005"	15.40
	"Greene County, PA"	"42059"	"2006"	"2006"	14.11
	"Greene County, PA"	"42059"	"2007"	"2007"	14.88
	"Greene County, PA"	"42059"	"2008"	"2008"	13.56
	"Huntingdon County, PA"	"42061"	"2003"	"2003"	14.97
	"Huntingdon County, PA"	"42061"	"2004"	"2004"	14.65
	"Huntingdon County, PA"	"42061"	"2005"	"2005"	15.23
	"Huntingdon County, PA"	"42061"	"2006"	"2006"	13.64
	"Huntingdon County, PA"	"42061"	"2007"	"2007"	14.37
	"Huntingdon County, PA"	"42061"	"2008"	"2008"	13.61
	"Indiana County, PA"	"42063"	"2003"	"2003"	14.91
	"Indiana County, PA"	"42063"	"2004"	"2004"	14.68
	"Indiana County, PA"	"42063"	"2005"	"2005"	15.42
	"Indiana County, PA"	"42063"	"2006"	"2006"	13.81
	"Indiana County, PA"	"42063"	"2007"	"2007"	14.52
	"Indiana County, PA"	"42063"	"2008"	"2008"	14.14
	"Jefferson County, PA"	"42065"	"2003"	"2003"	14.31
	"Jefferson County, PA"	"42065"	"2004"	"2004"	13.94
	"Jefferson County, PA"	"42065"	"2005"	"2005"	14.84
	"Jefferson County, PA"	"42065"	"2006"	"2006"	12.97
	"Jefferson County, PA"	"42065"	"2007"	"2007"	13.62
	"Jefferson County, PA"	"42065"	"2008"	"2008"	13.87
	"Juniata County, PA"	"42067"	"2003"	"2003"	15.03
	"Juniata County, PA"	"42067"	"2004"	"2004"	14.58
	"Juniata County, PA"	"42067"	"2005"	"2005"	15.14
	"Juniata County, PA"	"42067"	"2006"	"2006"	13.47
	"Juniata County, PA"	"42067"	"2007"	"2007"	14.31
	"Juniata County, PA"	"42067"	"2008"	"2008"	13.54
	"Lackawanna County, PA"	"42069"	"2003"	"2003"	12.54
	"Lackawanna County, PA"	"42069"	"2004"	"2004"	11.96
	"Lackawanna County, PA"	"42069"	"2005"	"2005"	12.44
	"Lackawanna County, PA"	"42069"	"2006"	"2006"	10.92
	"Lackawanna County, PA"	"42069"	"2007"	"2007"	11.38
	"Lackawanna County, PA"	"42069"	"2008"	"2008"	11.69
	"Lancaster County, PA"	"42071"	"2003"	"2003"	14.85
	"Lancaster County, PA"	"42071"	"2004"	"2004"	14.51
	"Lancaster County, PA"	"42071"	"2005"	"2005"	14.83
	"Lancaster County, PA"	"42071"	"2006"	"2006"	13.39
	"Lancaster County, PA"	"42071"	"2007"	"2007"	13.72
	"Lancaster County, PA"	"42071"	"2008"	"2008"	12.79
	"Lawrence County, PA"	"42073"	"2003"	"2003"	14.85
	"Lawrence County, PA"	"42073"	"2004"	"2004"	14.64
	"Lawrence County, PA"	"42073"	"2005"	"2005"	15.64
	"Lawrence County, PA"	"42073"	"2006"	"2006"	13.82
	"Lawrence County, PA"	"42073"	"2007"	"2007"	14.37
	"Lawrence County, PA"	"42073"	"2008"	"2008"	14.54
	"Lebanon County, PA"	"42075"	"2003"	"2003"	15.00
	"Lebanon County, PA"	"42075"	"2004"	"2004"	14.51
	"Lebanon County, PA"	"42075"	"2005"	"2005"	14.93
	"Lebanon County, PA"	"42075"	"2006"	"2006"	13.27
	"Lebanon County, PA"	"42075"	"2007"	"2007"	14.00
	"Lebanon County, PA"	"42075"	"2008"	"2008"	13.11
	"Lehigh County, PA"	"42077"	"2003"	"2003"	14.91
	"Lehigh County, PA"	"42077"	"2004"	"2004"	14.02
	"Lehigh County, PA"	"42077"	"2005"	"2005"	14.46
	"Lehigh County, PA"	"42077"	"2006"	"2006"	12.96
	"Lehigh County, PA"	"42077"	"2007"	"2007"	13.51
	"Lehigh County, PA"	"42077"	"2008"	"2008"	12.65
	"Luzerne County, PA"	"42079"	"2003"	"2003"	13.28
	"Luzerne County, PA"	"42079"	"2004"	"2004"	12.68
	"Luzerne County, PA"	"42079"	"2005"	"2005"	13.17
	"Luzerne County, PA"	"42079"	"2006"	"2006"	11.58
	"Luzerne County, PA"	"42079"	"2007"	"2007"	12.22
	"Luzerne County, PA"	"42079"	"2008"	"2008"	12.22
	"Lycoming County, PA"	"42081"	"2003"	"2003"	13.01
	"Lycoming County, PA"	"42081"	"2004"	"2004"	12.56
	"Lycoming County, PA"	"42081"	"2005"	"2005"	13.21
	"Lycoming County, PA"	"42081"	"2006"	"2006"	11.47
	"Lycoming County, PA"	"42081"	"2007"	"2007"	12.18
	"Lycoming County, PA"	"42081"	"2008"	"2008"	12.60
	"Mc Kean County, PA"	"42083"	"2003"	"2003"	13.09
	"Mc Kean County, PA"	"42083"	"2004"	"2004"	12.56
	"Mc Kean County, PA"	"42083"	"2005"	"2005"	13.61
	"Mc Kean County, PA"	"42083"	"2006"	"2006"	11.50
	"Mc Kean County, PA"	"42083"	"2007"	"2007"	12.05
	"Mc Kean County, PA"	"42083"	"2008"	"2008"	13.14
	"Mercer County, PA"	"42085"	"2003"	"2003"	14.67
	"Mercer County, PA"	"42085"	"2004"	"2004"	14.26
	"Mercer County, PA"	"42085"	"2005"	"2005"	15.44
	"Mercer County, PA"	"42085"	"2006"	"2006"	13.34
	"Mercer County, PA"	"42085"	"2007"	"2007"	13.86
	"Mercer County, PA"	"42085"	"2008"	"2008"	14.40
	"Mifflin County, PA"	"42087"	"2003"	"2003"	14.95
	"Mifflin County, PA"	"42087"	"2004"	"2004"	14.52
	"Mifflin County, PA"	"42087"	"2005"	"2005"	15.11
	"Mifflin County, PA"	"42087"	"2006"	"2006"	13.43
	"Mifflin County, PA"	"42087"	"2007"	"2007"	14.27
	"Mifflin County, PA"	"42087"	"2008"	"2008"	13.62
	"Monroe County, PA"	"42089"	"2003"	"2003"	13.76
	"Monroe County, PA"	"42089"	"2004"	"2004"	12.96
	"Monroe County, PA"	"42089"	"2005"	"2005"	13.41
	"Monroe County, PA"	"42089"	"2006"	"2006"	11.95
	"Monroe County, PA"	"42089"	"2007"	"2007"	12.36
	"Monroe County, PA"	"42089"	"2008"	"2008"	12.05
	"Montgomery County, PA"	"42091"	"2003"	"2003"	14.72
	"Montgomery County, PA"	"42091"	"2004"	"2004"	13.90
	"Montgomery County, PA"	"42091"	"2005"	"2005"	14.30
	"Montgomery County, PA"	"42091"	"2006"	"2006"	13.10
	"Montgomery County, PA"	"42091"	"2007"	"2007"	13.20
	"Montgomery County, PA"	"42091"	"2008"	"2008"	12.30
	"Montour County, PA"	"42093"	"2003"	"2003"	13.86
	"Montour County, PA"	"42093"	"2004"	"2004"	13.32
	"Montour County, PA"	"42093"	"2005"	"2005"	13.87
	"Montour County, PA"	"42093"	"2006"	"2006"	12.14
	"Montour County, PA"	"42093"	"2007"	"2007"	13.00
	"Montour County, PA"	"42093"	"2008"	"2008"	12.81
	"Northampton County, PA"	"42095"	"2003"	"2003"	14.61
	"Northampton County, PA"	"42095"	"2004"	"2004"	13.67
	"Northampton County, PA"	"42095"	"2005"	"2005"	14.10
	"Northampton County, PA"	"42095"	"2006"	"2006"	12.68
	"Northampton County, PA"	"42095"	"2007"	"2007"	13.08
	"Northampton County, PA"	"42095"	"2008"	"2008"	12.36
	"Northumberland County, PA"	"42097"	"2003"	"2003"	14.31
	"Northumberland County, PA"	"42097"	"2004"	"2004"	13.74
	"Northumberland County, PA"	"42097"	"2005"	"2005"	14.28
	"Northumberland County, PA"	"42097"	"2006"	"2006"	12.53
	"Northumberland County, PA"	"42097"	"2007"	"2007"	13.44
	"Northumberland County, PA"	"42097"	"2008"	"2008"	13.02
	"Perry County, PA"	"42099"	"2003"	"2003"	15.01
	"Perry County, PA"	"42099"	"2004"	"2004"	14.58
	"Perry County, PA"	"42099"	"2005"	"2005"	15.09
	"Perry County, PA"	"42099"	"2006"	"2006"	13.45
	"Perry County, PA"	"42099"	"2007"	"2007"	14.23
	"Perry County, PA"	"42099"	"2008"	"2008"	13.39
	"Philadelphia County, PA"	"42101"	"2003"	"2003"	14.50
	"Philadelphia County, PA"	"42101"	"2004"	"2004"	13.66
	"Philadelphia County, PA"	"42101"	"2005"	"2005"	14.04
	"Philadelphia County, PA"	"42101"	"2006"	"2006"	13.08
	"Philadelphia County, PA"	"42101"	"2007"	"2007"	12.87
	"Philadelphia County, PA"	"42101"	"2008"	"2008"	11.99
	"Pike County, PA"	"42103"	"2003"	"2003"	13.03
	"Pike County, PA"	"42103"	"2004"	"2004"	12.29
	"Pike County, PA"	"42103"	"2005"	"2005"	12.72
	"Pike County, PA"	"42103"	"2006"	"2006"	11.30
	"Pike County, PA"	"42103"	"2007"	"2007"	11.58
	"Pike County, PA"	"42103"	"2008"	"2008"	11.58
	"Potter County, PA"	"42105"	"2003"	"2003"	12.64
	"Potter County, PA"	"42105"	"2004"	"2004"	12.17
	"Potter County, PA"	"42105"	"2005"	"2005"	13.06
	"Potter County, PA"	"42105"	"2006"	"2006"	11.12
	"Potter County, PA"	"42105"	"2007"	"2007"	11.69
	"Potter County, PA"	"42105"	"2008"	"2008"	12.72
	"Schuylkill County, PA"	"42107"	"2003"	"2003"	14.76
	"Schuylkill County, PA"	"42107"	"2004"	"2004"	14.06
	"Schuylkill County, PA"	"42107"	"2005"	"2005"	14.55
	"Schuylkill County, PA"	"42107"	"2006"	"2006"	12.85
	"Schuylkill County, PA"	"42107"	"2007"	"2007"	13.71
	"Schuylkill County, PA"	"42107"	"2008"	"2008"	12.98
	"Snyder County, PA"	"42109"	"2003"	"2003"	14.71
	"Snyder County, PA"	"42109"	"2004"	"2004"	14.18
	"Snyder County, PA"	"42109"	"2005"	"2005"	14.75
	"Snyder County, PA"	"42109"	"2006"	"2006"	13.01
	"Snyder County, PA"	"42109"	"2007"	"2007"	13.92
	"Snyder County, PA"	"42109"	"2008"	"2008"	13.36
	"Somerset County, PA"	"42111"	"2003"	"2003"	14.87
	"Somerset County, PA"	"42111"	"2004"	"2004"	14.69
	"Somerset County, PA"	"42111"	"2005"	"2005"	15.31
	"Somerset County, PA"	"42111"	"2006"	"2006"	13.94
	"Somerset County, PA"	"42111"	"2007"	"2007"	14.59
	"Somerset County, PA"	"42111"	"2008"	"2008"	13.48
	"Sullivan County, PA"	"42113"	"2003"	"2003"	12.43
	"Sullivan County, PA"	"42113"	"2004"	"2004"	11.99
	"Sullivan County, PA"	"42113"	"2005"	"2005"	12.55
	"Sullivan County, PA"	"42113"	"2006"	"2006"	10.90
	"Sullivan County, PA"	"42113"	"2007"	"2007"	11.60
	"Sullivan County, PA"	"42113"	"2008"	"2008"	12.13
	"Susquehanna County, PA"	"42115"	"2003"	"2003"	11.41
	"Susquehanna County, PA"	"42115"	"2004"	"2004"	11.00
	"Susquehanna County, PA"	"42115"	"2005"	"2005"	11.51
	"Susquehanna County, PA"	"42115"	"2006"	"2006"	9.97
	"Susquehanna County, PA"	"42115"	"2007"	"2007"	10.43
	"Susquehanna County, PA"	"42115"	"2008"	"2008"	11.34
	"Tioga County, PA"	"42117"	"2003"	"2003"	12.03
	"Tioga County, PA"	"42117"	"2004"	"2004"	11.62
	"Tioga County, PA"	"42117"	"2005"	"2005"	12.36
	"Tioga County, PA"	"42117"	"2006"	"2006"	10.58
	"Tioga County, PA"	"42117"	"2007"	"2007"	11.16
	"Tioga County, PA"	"42117"	"2008"	"2008"	12.22
	"Union County, PA"	"42119"	"2003"	"2003"	14.08
	"Union County, PA"	"42119"	"2004"	"2004"	13.56
	"Union County, PA"	"42119"	"2005"	"2005"	14.15
	"Union County, PA"	"42119"	"2006"	"2006"	12.41
	"Union County, PA"	"42119"	"2007"	"2007"	13.26
	"Union County, PA"	"42119"	"2008"	"2008"	13.04
	"Venango County, PA"	"42121"	"2003"	"2003"	14.37
	"Venango County, PA"	"42121"	"2004"	"2004"	13.91
	"Venango County, PA"	"42121"	"2005"	"2005"	15.06
	"Venango County, PA"	"42121"	"2006"	"2006"	12.93
	"Venango County, PA"	"42121"	"2007"	"2007"	13.49
	"Venango County, PA"	"42121"	"2008"	"2008"	14.16
	"Warren County, PA"	"42123"	"2003"	"2003"	13.62
	"Warren County, PA"	"42123"	"2004"	"2004"	13.04
	"Warren County, PA"	"42123"	"2005"	"2005"	14.24
	"Warren County, PA"	"42123"	"2006"	"2006"	11.96
	"Warren County, PA"	"42123"	"2007"	"2007"	12.49
	"Warren County, PA"	"42123"	"2008"	"2008"	13.60
	"Washington County, PA"	"42125"	"2003"	"2003"	14.92
	"Washington County, PA"	"42125"	"2004"	"2004"	14.80
	"Washington County, PA"	"42125"	"2005"	"2005"	15.59
	"Washington County, PA"	"42125"	"2006"	"2006"	14.21
	"Washington County, PA"	"42125"	"2007"	"2007"	14.90
	"Washington County, PA"	"42125"	"2008"	"2008"	14.03
	"Wayne County, PA"	"42127"	"2003"	"2003"	12.10
	"Wayne County, PA"	"42127"	"2004"	"2004"	11.54
	"Wayne County, PA"	"42127"	"2005"	"2005"	12.00
	"Wayne County, PA"	"42127"	"2006"	"2006"	10.51
	"Wayne County, PA"	"42127"	"2007"	"2007"	10.87
	"Wayne County, PA"	"42127"	"2008"	"2008"	11.35
	"Westmoreland County, PA"	"42129"	"2003"	"2003"	14.94
	"Westmoreland County, PA"	"42129"	"2004"	"2004"	14.79
	"Westmoreland County, PA"	"42129"	"2005"	"2005"	15.51
	"Westmoreland County, PA"	"42129"	"2006"	"2006"	14.06
	"Westmoreland County, PA"	"42129"	"2007"	"2007"	14.74
	"Westmoreland County, PA"	"42129"	"2008"	"2008"	13.99
	"Wyoming County, PA"	"42131"	"2003"	"2003"	12.20
	"Wyoming County, PA"	"42131"	"2004"	"2004"	11.73
	"Wyoming County, PA"	"42131"	"2005"	"2005"	12.24
	"Wyoming County, PA"	"42131"	"2006"	"2006"	10.67
	"Wyoming County, PA"	"42131"	"2007"	"2007"	11.23
	"Wyoming County, PA"	"42131"	"2008"	"2008"	11.77
	"York County, PA"	"42133"	"2003"	"2003"	14.88
	"York County, PA"	"42133"	"2004"	"2004"	14.71
	"York County, PA"	"42133"	"2005"	"2005"	15.03
	"York County, PA"	"42133"	"2006"	"2006"	13.56
	"York County, PA"	"42133"	"2007"	"2007"	13.91
	"York County, PA"	"42133"	"2008"	"2008"	12.94
	"Bristol County, RI"	"44001"	"2003"	"2003"	11.99
	"Bristol County, RI"	"44001"	"2004"	"2004"	11.45
	"Bristol County, RI"	"44001"	"2005"	"2005"	11.54
	"Bristol County, RI"	"44001"	"2006"	"2006"	10.50
	"Bristol County, RI"	"44001"	"2007"	"2007"	10.18
	"Bristol County, RI"	"44001"	"2008"	"2008"	10.21
	"Kent County, RI"	"44003"	"2003"	"2003"	12.22
	"Kent County, RI"	"44003"	"2004"	"2004"	11.55
	"Kent County, RI"	"44003"	"2005"	"2005"	11.68
	"Kent County, RI"	"44003"	"2006"	"2006"	10.62
	"Kent County, RI"	"44003"	"2007"	"2007"	10.27
	"Kent County, RI"	"44003"	"2008"	"2008"	10.23
	"Newport County, RI"	"44005"	"2003"	"2003"	12.11
	"Newport County, RI"	"44005"	"2004"	"2004"	11.47
	"Newport County, RI"	"44005"	"2005"	"2005"	11.53
	"Newport County, RI"	"44005"	"2006"	"2006"	10.62
	"Newport County, RI"	"44005"	"2007"	"2007"	10.17
	"Newport County, RI"	"44005"	"2008"	"2008"	10.22
	"Providence County, RI"	"44007"	"2003"	"2003"	11.97
	"Providence County, RI"	"44007"	"2004"	"2004"	11.46
	"Providence County, RI"	"44007"	"2005"	"2005"	11.59
	"Providence County, RI"	"44007"	"2006"	"2006"	10.42
	"Providence County, RI"	"44007"	"2007"	"2007"	10.21
	"Providence County, RI"	"44007"	"2008"	"2008"	10.20
	"Washington County, RI"	"44009"	"2003"	"2003"	12.45
	"Washington County, RI"	"44009"	"2004"	"2004"	11.65
	"Washington County, RI"	"44009"	"2005"	"2005"	11.77
	"Washington County, RI"	"44009"	"2006"	"2006"	10.81
	"Washington County, RI"	"44009"	"2007"	"2007"	10.34
	"Washington County, RI"	"44009"	"2008"	"2008"	10.25
	"Abbeville County, SC"	"45001"	"2003"	"2003"	14.51
	"Abbeville County, SC"	"45001"	"2004"	"2004"	15.17
	"Abbeville County, SC"	"45001"	"2005"	"2005"	15.45
	"Abbeville County, SC"	"45001"	"2006"	"2006"	15.13
	"Abbeville County, SC"	"45001"	"2007"	"2007"	14.40
	"Abbeville County, SC"	"45001"	"2008"	"2008"	13.12
	"Aiken County, SC"	"45003"	"2003"	"2003"	13.35
	"Aiken County, SC"	"45003"	"2004"	"2004"	14.27
	"Aiken County, SC"	"45003"	"2005"	"2005"	14.64
	"Aiken County, SC"	"45003"	"2006"	"2006"	14.15
	"Aiken County, SC"	"45003"	"2007"	"2007"	13.45
	"Aiken County, SC"	"45003"	"2008"	"2008"	12.74
	"Allendale County, SC"	"45005"	"2003"	"2003"	12.66
	"Allendale County, SC"	"45005"	"2004"	"2004"	13.62
	"Allendale County, SC"	"45005"	"2005"	"2005"	14.07
	"Allendale County, SC"	"45005"	"2006"	"2006"	13.38
	"Allendale County, SC"	"45005"	"2007"	"2007"	12.72
	"Allendale County, SC"	"45005"	"2008"	"2008"	12.28
	"Anderson County, SC"	"45007"	"2003"	"2003"	14.68
	"Anderson County, SC"	"45007"	"2004"	"2004"	15.24
	"Anderson County, SC"	"45007"	"2005"	"2005"	15.54
	"Anderson County, SC"	"45007"	"2006"	"2006"	15.20
	"Anderson County, SC"	"45007"	"2007"	"2007"	14.55
	"Anderson County, SC"	"45007"	"2008"	"2008"	13.21
	"Bamberg County, SC"	"45009"	"2003"	"2003"	12.56
	"Bamberg County, SC"	"45009"	"2004"	"2004"	13.57
	"Bamberg County, SC"	"45009"	"2005"	"2005"	14.03
	"Bamberg County, SC"	"45009"	"2006"	"2006"	13.38
	"Bamberg County, SC"	"45009"	"2007"	"2007"	12.63
	"Bamberg County, SC"	"45009"	"2008"	"2008"	12.42
	"Barnwell County, SC"	"45011"	"2003"	"2003"	12.96
	"Barnwell County, SC"	"45011"	"2004"	"2004"	13.91
	"Barnwell County, SC"	"45011"	"2005"	"2005"	14.32
	"Barnwell County, SC"	"45011"	"2006"	"2006"	13.73
	"Barnwell County, SC"	"45011"	"2007"	"2007"	13.04
	"Barnwell County, SC"	"45011"	"2008"	"2008"	12.52
	"Beaufort County, SC"	"45013"	"2003"	"2003"	11.74
	"Beaufort County, SC"	"45013"	"2004"	"2004"	12.67
	"Beaufort County, SC"	"45013"	"2005"	"2005"	13.24
	"Beaufort County, SC"	"45013"	"2006"	"2006"	12.38
	"Beaufort County, SC"	"45013"	"2007"	"2007"	11.83
	"Beaufort County, SC"	"45013"	"2008"	"2008"	11.55
	"Berkeley County, SC"	"45015"	"2003"	"2003"	11.83
	"Berkeley County, SC"	"45015"	"2004"	"2004"	12.90
	"Berkeley County, SC"	"45015"	"2005"	"2005"	13.40
	"Berkeley County, SC"	"45015"	"2006"	"2006"	12.72
