"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Fine Particulate Matter (µg/m³)
	"Perry County, IN"	"18123"	"2008"	"2008"	13.23
	"Pike County, IN"	"18125"	"2003"	"2003"	15.69
	"Pike County, IN"	"18125"	"2004"	"2004"	14.63
	"Pike County, IN"	"18125"	"2005"	"2005"	16.94
	"Pike County, IN"	"18125"	"2006"	"2006"	14.98
	"Pike County, IN"	"18125"	"2007"	"2007"	15.24
	"Pike County, IN"	"18125"	"2008"	"2008"	13.37
	"Porter County, IN"	"18127"	"2003"	"2003"	15.32
	"Porter County, IN"	"18127"	"2004"	"2004"	14.29
	"Porter County, IN"	"18127"	"2005"	"2005"	16.10
	"Porter County, IN"	"18127"	"2006"	"2006"	14.01
	"Porter County, IN"	"18127"	"2007"	"2007"	13.88
	"Porter County, IN"	"18127"	"2008"	"2008"	12.40
	"Posey County, IN"	"18129"	"2003"	"2003"	15.88
	"Posey County, IN"	"18129"	"2004"	"2004"	14.75
	"Posey County, IN"	"18129"	"2005"	"2005"	17.18
	"Posey County, IN"	"18129"	"2006"	"2006"	15.19
	"Posey County, IN"	"18129"	"2007"	"2007"	15.31
	"Posey County, IN"	"18129"	"2008"	"2008"	13.48
	"Pulaski County, IN"	"18131"	"2003"	"2003"	15.70
	"Pulaski County, IN"	"18131"	"2004"	"2004"	14.62
	"Pulaski County, IN"	"18131"	"2005"	"2005"	16.42
	"Pulaski County, IN"	"18131"	"2006"	"2006"	14.02
	"Pulaski County, IN"	"18131"	"2007"	"2007"	13.89
	"Pulaski County, IN"	"18131"	"2008"	"2008"	12.53
	"Putnam County, IN"	"18133"	"2003"	"2003"	15.82
	"Putnam County, IN"	"18133"	"2004"	"2004"	14.70
	"Putnam County, IN"	"18133"	"2005"	"2005"	16.83
	"Putnam County, IN"	"18133"	"2006"	"2006"	14.46
	"Putnam County, IN"	"18133"	"2007"	"2007"	14.70
	"Putnam County, IN"	"18133"	"2008"	"2008"	13.07
	"Randolph County, IN"	"18135"	"2003"	"2003"	15.68
	"Randolph County, IN"	"18135"	"2004"	"2004"	14.91
	"Randolph County, IN"	"18135"	"2005"	"2005"	16.41
	"Randolph County, IN"	"18135"	"2006"	"2006"	14.22
	"Randolph County, IN"	"18135"	"2007"	"2007"	14.28
	"Randolph County, IN"	"18135"	"2008"	"2008"	13.20
	"Ripley County, IN"	"18137"	"2003"	"2003"	15.71
	"Ripley County, IN"	"18137"	"2004"	"2004"	14.73
	"Ripley County, IN"	"18137"	"2005"	"2005"	16.50
	"Ripley County, IN"	"18137"	"2006"	"2006"	14.64
	"Ripley County, IN"	"18137"	"2007"	"2007"	15.31
	"Ripley County, IN"	"18137"	"2008"	"2008"	13.35
	"Rush County, IN"	"18139"	"2003"	"2003"	15.74
	"Rush County, IN"	"18139"	"2004"	"2004"	14.80
	"Rush County, IN"	"18139"	"2005"	"2005"	16.55
	"Rush County, IN"	"18139"	"2006"	"2006"	14.44
	"Rush County, IN"	"18139"	"2007"	"2007"	14.79
	"Rush County, IN"	"18139"	"2008"	"2008"	13.23
	"St. Joseph County, IN"	"18141"	"2003"	"2003"	15.24
	"St. Joseph County, IN"	"18141"	"2004"	"2004"	14.33
	"St. Joseph County, IN"	"18141"	"2005"	"2005"	16.00
	"St. Joseph County, IN"	"18141"	"2006"	"2006"	14.01
	"St. Joseph County, IN"	"18141"	"2007"	"2007"	13.78
	"St. Joseph County, IN"	"18141"	"2008"	"2008"	12.34
	"Scott County, IN"	"18143"	"2003"	"2003"	15.57
	"Scott County, IN"	"18143"	"2004"	"2004"	14.58
	"Scott County, IN"	"18143"	"2005"	"2005"	16.49
	"Scott County, IN"	"18143"	"2006"	"2006"	14.70
	"Scott County, IN"	"18143"	"2007"	"2007"	15.26
	"Scott County, IN"	"18143"	"2008"	"2008"	13.24
	"Shelby County, IN"	"18145"	"2003"	"2003"	15.74
	"Shelby County, IN"	"18145"	"2004"	"2004"	14.76
	"Shelby County, IN"	"18145"	"2005"	"2005"	16.62
	"Shelby County, IN"	"18145"	"2006"	"2006"	14.49
	"Shelby County, IN"	"18145"	"2007"	"2007"	14.86
	"Shelby County, IN"	"18145"	"2008"	"2008"	13.22
	"Spencer County, IN"	"18147"	"2003"	"2003"	15.70
	"Spencer County, IN"	"18147"	"2004"	"2004"	14.64
	"Spencer County, IN"	"18147"	"2005"	"2005"	16.85
	"Spencer County, IN"	"18147"	"2006"	"2006"	15.04
	"Spencer County, IN"	"18147"	"2007"	"2007"	15.28
	"Spencer County, IN"	"18147"	"2008"	"2008"	13.32
	"Starke County, IN"	"18149"	"2003"	"2003"	15.49
	"Starke County, IN"	"18149"	"2004"	"2004"	14.48
	"Starke County, IN"	"18149"	"2005"	"2005"	16.24
	"Starke County, IN"	"18149"	"2006"	"2006"	14.02
	"Starke County, IN"	"18149"	"2007"	"2007"	13.86
	"Starke County, IN"	"18149"	"2008"	"2008"	12.46
	"Steuben County, IN"	"18151"	"2003"	"2003"	15.36
	"Steuben County, IN"	"18151"	"2004"	"2004"	14.58
	"Steuben County, IN"	"18151"	"2005"	"2005"	16.05
	"Steuben County, IN"	"18151"	"2006"	"2006"	14.01
	"Steuben County, IN"	"18151"	"2007"	"2007"	13.65
	"Steuben County, IN"	"18151"	"2008"	"2008"	12.28
	"Sullivan County, IN"	"18153"	"2003"	"2003"	15.58
	"Sullivan County, IN"	"18153"	"2004"	"2004"	14.52
	"Sullivan County, IN"	"18153"	"2005"	"2005"	16.95
	"Sullivan County, IN"	"18153"	"2006"	"2006"	14.76
	"Sullivan County, IN"	"18153"	"2007"	"2007"	15.08
	"Sullivan County, IN"	"18153"	"2008"	"2008"	13.33
	"Switzerland County, IN"	"18155"	"2003"	"2003"	15.61
	"Switzerland County, IN"	"18155"	"2004"	"2004"	14.65
	"Switzerland County, IN"	"18155"	"2005"	"2005"	16.35
	"Switzerland County, IN"	"18155"	"2006"	"2006"	14.62
	"Switzerland County, IN"	"18155"	"2007"	"2007"	15.33
	"Switzerland County, IN"	"18155"	"2008"	"2008"	13.25
	"Tippecanoe County, IN"	"18157"	"2003"	"2003"	16.09
	"Tippecanoe County, IN"	"18157"	"2004"	"2004"	14.86
	"Tippecanoe County, IN"	"18157"	"2005"	"2005"	16.85
	"Tippecanoe County, IN"	"18157"	"2006"	"2006"	14.15
	"Tippecanoe County, IN"	"18157"	"2007"	"2007"	14.17
	"Tippecanoe County, IN"	"18157"	"2008"	"2008"	12.73
	"Tipton County, IN"	"18159"	"2003"	"2003"	15.88
	"Tipton County, IN"	"18159"	"2004"	"2004"	14.88
	"Tipton County, IN"	"18159"	"2005"	"2005"	16.65
	"Tipton County, IN"	"18159"	"2006"	"2006"	14.18
	"Tipton County, IN"	"18159"	"2007"	"2007"	14.20
	"Tipton County, IN"	"18159"	"2008"	"2008"	12.95
	"Union County, IN"	"18161"	"2003"	"2003"	15.71
	"Union County, IN"	"18161"	"2004"	"2004"	14.85
	"Union County, IN"	"18161"	"2005"	"2005"	16.41
	"Union County, IN"	"18161"	"2006"	"2006"	14.41
	"Union County, IN"	"18161"	"2007"	"2007"	14.81
	"Union County, IN"	"18161"	"2008"	"2008"	13.30
	"Vanderburgh County, IN"	"18163"	"2003"	"2003"	15.85
	"Vanderburgh County, IN"	"18163"	"2004"	"2004"	14.75
	"Vanderburgh County, IN"	"18163"	"2005"	"2005"	17.12
	"Vanderburgh County, IN"	"18163"	"2006"	"2006"	15.18
	"Vanderburgh County, IN"	"18163"	"2007"	"2007"	15.32
	"Vanderburgh County, IN"	"18163"	"2008"	"2008"	13.46
	"Vermillion County, IN"	"18165"	"2003"	"2003"	15.96
	"Vermillion County, IN"	"18165"	"2004"	"2004"	14.70
	"Vermillion County, IN"	"18165"	"2005"	"2005"	16.98
	"Vermillion County, IN"	"18165"	"2006"	"2006"	14.40
	"Vermillion County, IN"	"18165"	"2007"	"2007"	14.55
	"Vermillion County, IN"	"18165"	"2008"	"2008"	12.88
	"Vigo County, IN"	"18167"	"2003"	"2003"	15.73
	"Vigo County, IN"	"18167"	"2004"	"2004"	14.59
	"Vigo County, IN"	"18167"	"2005"	"2005"	16.95
	"Vigo County, IN"	"18167"	"2006"	"2006"	14.60
	"Vigo County, IN"	"18167"	"2007"	"2007"	14.85
	"Vigo County, IN"	"18167"	"2008"	"2008"	13.14
	"Wabash County, IN"	"18169"	"2003"	"2003"	15.74
	"Wabash County, IN"	"18169"	"2004"	"2004"	14.84
	"Wabash County, IN"	"18169"	"2005"	"2005"	16.45
	"Wabash County, IN"	"18169"	"2006"	"2006"	14.03
	"Wabash County, IN"	"18169"	"2007"	"2007"	13.84
	"Wabash County, IN"	"18169"	"2008"	"2008"	12.78
	"Warren County, IN"	"18171"	"2003"	"2003"	16.18
	"Warren County, IN"	"18171"	"2004"	"2004"	14.82
	"Warren County, IN"	"18171"	"2005"	"2005"	16.96
	"Warren County, IN"	"18171"	"2006"	"2006"	14.18
	"Warren County, IN"	"18171"	"2007"	"2007"	14.23
	"Warren County, IN"	"18171"	"2008"	"2008"	12.64
	"Warrick County, IN"	"18173"	"2003"	"2003"	15.74
	"Warrick County, IN"	"18173"	"2004"	"2004"	14.67
	"Warrick County, IN"	"18173"	"2005"	"2005"	16.96
	"Warrick County, IN"	"18173"	"2006"	"2006"	15.06
	"Warrick County, IN"	"18173"	"2007"	"2007"	15.28
	"Warrick County, IN"	"18173"	"2008"	"2008"	13.37
	"Washington County, IN"	"18175"	"2003"	"2003"	15.57
	"Washington County, IN"	"18175"	"2004"	"2004"	14.57
	"Washington County, IN"	"18175"	"2005"	"2005"	16.59
	"Washington County, IN"	"18175"	"2006"	"2006"	14.75
	"Washington County, IN"	"18175"	"2007"	"2007"	15.24
	"Washington County, IN"	"18175"	"2008"	"2008"	13.26
	"Wayne County, IN"	"18177"	"2003"	"2003"	15.70
	"Wayne County, IN"	"18177"	"2004"	"2004"	14.87
	"Wayne County, IN"	"18177"	"2005"	"2005"	16.43
	"Wayne County, IN"	"18177"	"2006"	"2006"	14.33
	"Wayne County, IN"	"18177"	"2007"	"2007"	14.57
	"Wayne County, IN"	"18177"	"2008"	"2008"	13.25
	"Wells County, IN"	"18179"	"2003"	"2003"	15.65
	"Wells County, IN"	"18179"	"2004"	"2004"	14.92
	"Wells County, IN"	"18179"	"2005"	"2005"	16.39
	"Wells County, IN"	"18179"	"2006"	"2006"	14.03
	"Wells County, IN"	"18179"	"2007"	"2007"	13.80
	"Wells County, IN"	"18179"	"2008"	"2008"	12.98
	"White County, IN"	"18181"	"2003"	"2003"	16.03
	"White County, IN"	"18181"	"2004"	"2004"	14.81
	"White County, IN"	"18181"	"2005"	"2005"	16.72
	"White County, IN"	"18181"	"2006"	"2006"	14.03
	"White County, IN"	"18181"	"2007"	"2007"	13.96
	"White County, IN"	"18181"	"2008"	"2008"	12.58
	"Whitley County, IN"	"18183"	"2003"	"2003"	15.53
	"Whitley County, IN"	"18183"	"2004"	"2004"	14.70
	"Whitley County, IN"	"18183"	"2005"	"2005"	16.25
	"Whitley County, IN"	"18183"	"2006"	"2006"	14.02
	"Whitley County, IN"	"18183"	"2007"	"2007"	13.77
	"Whitley County, IN"	"18183"	"2008"	"2008"	12.62
	"Adair County, IA"	"19001"	"2003"	"2003"	10.02
	"Adair County, IA"	"19001"	"2004"	"2004"	9.59
	"Adair County, IA"	"19001"	"2005"	"2005"	10.96
	"Adair County, IA"	"19001"	"2006"	"2006"	9.17
	"Adair County, IA"	"19001"	"2007"	"2007"	10.45
	"Adair County, IA"	"19001"	"2008"	"2008"	9.28
	"Adams County, IA"	"19003"	"2003"	"2003"	9.71
	"Adams County, IA"	"19003"	"2004"	"2004"	9.32
	"Adams County, IA"	"19003"	"2005"	"2005"	10.71
	"Adams County, IA"	"19003"	"2006"	"2006"	8.88
	"Adams County, IA"	"19003"	"2007"	"2007"	10.03
	"Adams County, IA"	"19003"	"2008"	"2008"	8.98
	"Allamakee County, IA"	"19005"	"2003"	"2003"	11.94
	"Allamakee County, IA"	"19005"	"2004"	"2004"	11.46
	"Allamakee County, IA"	"19005"	"2005"	"2005"	12.59
	"Allamakee County, IA"	"19005"	"2006"	"2006"	11.59
	"Allamakee County, IA"	"19005"	"2007"	"2007"	13.36
	"Allamakee County, IA"	"19005"	"2008"	"2008"	11.28
	"Appanoose County, IA"	"19007"	"2003"	"2003"	10.67
	"Appanoose County, IA"	"19007"	"2004"	"2004"	10.17
	"Appanoose County, IA"	"19007"	"2005"	"2005"	11.60
	"Appanoose County, IA"	"19007"	"2006"	"2006"	9.87
	"Appanoose County, IA"	"19007"	"2007"	"2007"	11.30
	"Appanoose County, IA"	"19007"	"2008"	"2008"	10.17
	"Audubon County, IA"	"19009"	"2003"	"2003"	10.12
	"Audubon County, IA"	"19009"	"2004"	"2004"	9.72
	"Audubon County, IA"	"19009"	"2005"	"2005"	10.99
	"Audubon County, IA"	"19009"	"2006"	"2006"	9.22
	"Audubon County, IA"	"19009"	"2007"	"2007"	10.58
	"Audubon County, IA"	"19009"	"2008"	"2008"	9.28
	"Benton County, IA"	"19011"	"2003"	"2003"	11.39
	"Benton County, IA"	"19011"	"2004"	"2004"	10.41
	"Benton County, IA"	"19011"	"2005"	"2005"	12.21
	"Benton County, IA"	"19011"	"2006"	"2006"	10.55
	"Benton County, IA"	"19011"	"2007"	"2007"	12.31
	"Benton County, IA"	"19011"	"2008"	"2008"	10.79
	"Black Hawk County, IA"	"19013"	"2003"	"2003"	11.43
	"Black Hawk County, IA"	"19013"	"2004"	"2004"	10.61
	"Black Hawk County, IA"	"19013"	"2005"	"2005"	12.22
	"Black Hawk County, IA"	"19013"	"2006"	"2006"	10.66
	"Black Hawk County, IA"	"19013"	"2007"	"2007"	12.47
	"Black Hawk County, IA"	"19013"	"2008"	"2008"	10.83
	"Boone County, IA"	"19015"	"2003"	"2003"	10.72
	"Boone County, IA"	"19015"	"2004"	"2004"	10.13
	"Boone County, IA"	"19015"	"2005"	"2005"	11.52
	"Boone County, IA"	"19015"	"2006"	"2006"	9.82
	"Boone County, IA"	"19015"	"2007"	"2007"	11.40
	"Boone County, IA"	"19015"	"2008"	"2008"	9.93
	"Bremer County, IA"	"19017"	"2003"	"2003"	11.55
	"Bremer County, IA"	"19017"	"2004"	"2004"	10.87
	"Bremer County, IA"	"19017"	"2005"	"2005"	12.32
	"Bremer County, IA"	"19017"	"2006"	"2006"	10.86
	"Bremer County, IA"	"19017"	"2007"	"2007"	12.74
	"Bremer County, IA"	"19017"	"2008"	"2008"	10.98
	"Buchanan County, IA"	"19019"	"2003"	"2003"	11.58
	"Buchanan County, IA"	"19019"	"2004"	"2004"	10.67
	"Buchanan County, IA"	"19019"	"2005"	"2005"	12.36
	"Buchanan County, IA"	"19019"	"2006"	"2006"	10.83
	"Buchanan County, IA"	"19019"	"2007"	"2007"	12.66
	"Buchanan County, IA"	"19019"	"2008"	"2008"	11.00
	"Buena Vista County, IA"	"19021"	"2003"	"2003"	10.75
	"Buena Vista County, IA"	"19021"	"2004"	"2004"	10.47
	"Buena Vista County, IA"	"19021"	"2005"	"2005"	11.65
	"Buena Vista County, IA"	"19021"	"2006"	"2006"	9.92
	"Buena Vista County, IA"	"19021"	"2007"	"2007"	11.74
	"Buena Vista County, IA"	"19021"	"2008"	"2008"	10.09
	"Butler County, IA"	"19023"	"2003"	"2003"	11.41
	"Butler County, IA"	"19023"	"2004"	"2004"	10.77
	"Butler County, IA"	"19023"	"2005"	"2005"	12.20
	"Butler County, IA"	"19023"	"2006"	"2006"	10.69
	"Butler County, IA"	"19023"	"2007"	"2007"	12.54
	"Butler County, IA"	"19023"	"2008"	"2008"	10.82
	"Calhoun County, IA"	"19025"	"2003"	"2003"	10.71
	"Calhoun County, IA"	"19025"	"2004"	"2004"	10.28
	"Calhoun County, IA"	"19025"	"2005"	"2005"	11.51
	"Calhoun County, IA"	"19025"	"2006"	"2006"	9.82
	"Calhoun County, IA"	"19025"	"2007"	"2007"	11.49
	"Calhoun County, IA"	"19025"	"2008"	"2008"	9.92
	"Carroll County, IA"	"19027"	"2003"	"2003"	10.43
	"Carroll County, IA"	"19027"	"2004"	"2004"	10.00
	"Carroll County, IA"	"19027"	"2005"	"2005"	11.22
	"Carroll County, IA"	"19027"	"2006"	"2006"	9.50
	"Carroll County, IA"	"19027"	"2007"	"2007"	11.01
	"Carroll County, IA"	"19027"	"2008"	"2008"	9.54
	"Cass County, IA"	"19029"	"2003"	"2003"	9.80
	"Cass County, IA"	"19029"	"2004"	"2004"	9.43
	"Cass County, IA"	"19029"	"2005"	"2005"	10.75
	"Cass County, IA"	"19029"	"2006"	"2006"	8.94
	"Cass County, IA"	"19029"	"2007"	"2007"	10.16
	"Cass County, IA"	"19029"	"2008"	"2008"	9.01
	"Cedar County, IA"	"19031"	"2003"	"2003"	11.97
	"Cedar County, IA"	"19031"	"2004"	"2004"	11.02
	"Cedar County, IA"	"19031"	"2005"	"2005"	12.81
	"Cedar County, IA"	"19031"	"2006"	"2006"	11.15
	"Cedar County, IA"	"19031"	"2007"	"2007"	12.64
	"Cedar County, IA"	"19031"	"2008"	"2008"	11.18
	"Cerro Gordo County, IA"	"19033"	"2003"	"2003"	11.46
	"Cerro Gordo County, IA"	"19033"	"2004"	"2004"	11.04
	"Cerro Gordo County, IA"	"19033"	"2005"	"2005"	12.29
	"Cerro Gordo County, IA"	"19033"	"2006"	"2006"	10.82
	"Cerro Gordo County, IA"	"19033"	"2007"	"2007"	12.78
	"Cerro Gordo County, IA"	"19033"	"2008"	"2008"	10.96
	"Cherokee County, IA"	"19035"	"2003"	"2003"	10.67
	"Cherokee County, IA"	"19035"	"2004"	"2004"	10.44
	"Cherokee County, IA"	"19035"	"2005"	"2005"	11.57
	"Cherokee County, IA"	"19035"	"2006"	"2006"	9.84
	"Cherokee County, IA"	"19035"	"2007"	"2007"	11.64
	"Cherokee County, IA"	"19035"	"2008"	"2008"	10.00
	"Chickasaw County, IA"	"19037"	"2003"	"2003"	11.68
	"Chickasaw County, IA"	"19037"	"2004"	"2004"	11.15
	"Chickasaw County, IA"	"19037"	"2005"	"2005"	12.43
	"Chickasaw County, IA"	"19037"	"2006"	"2006"	11.08
	"Chickasaw County, IA"	"19037"	"2007"	"2007"	13.02
	"Chickasaw County, IA"	"19037"	"2008"	"2008"	11.15
	"Clarke County, IA"	"19039"	"2003"	"2003"	10.27
	"Clarke County, IA"	"19039"	"2004"	"2004"	9.78
	"Clarke County, IA"	"19039"	"2005"	"2005"	11.21
	"Clarke County, IA"	"19039"	"2006"	"2006"	9.44
	"Clarke County, IA"	"19039"	"2007"	"2007"	10.76
	"Clarke County, IA"	"19039"	"2008"	"2008"	9.64
	"Clay County, IA"	"19041"	"2003"	"2003"	10.98
	"Clay County, IA"	"19041"	"2004"	"2004"	10.76
	"Clay County, IA"	"19041"	"2005"	"2005"	11.99
	"Clay County, IA"	"19041"	"2006"	"2006"	10.25
	"Clay County, IA"	"19041"	"2007"	"2007"	12.26
	"Clay County, IA"	"19041"	"2008"	"2008"	10.53
	"Clayton County, IA"	"19043"	"2003"	"2003"	11.88
	"Clayton County, IA"	"19043"	"2004"	"2004"	11.15
	"Clayton County, IA"	"19043"	"2005"	"2005"	12.61
	"Clayton County, IA"	"19043"	"2006"	"2006"	11.35
	"Clayton County, IA"	"19043"	"2007"	"2007"	13.04
	"Clayton County, IA"	"19043"	"2008"	"2008"	11.19
	"Clinton County, IA"	"19045"	"2003"	"2003"	12.45
	"Clinton County, IA"	"19045"	"2004"	"2004"	11.49
	"Clinton County, IA"	"19045"	"2005"	"2005"	13.31
	"Clinton County, IA"	"19045"	"2006"	"2006"	11.67
	"Clinton County, IA"	"19045"	"2007"	"2007"	12.88
	"Clinton County, IA"	"19045"	"2008"	"2008"	11.40
	"Crawford County, IA"	"19047"	"2003"	"2003"	10.27
	"Crawford County, IA"	"19047"	"2004"	"2004"	9.94
	"Crawford County, IA"	"19047"	"2005"	"2005"	11.05
	"Crawford County, IA"	"19047"	"2006"	"2006"	9.33
	"Crawford County, IA"	"19047"	"2007"	"2007"	10.79
	"Crawford County, IA"	"19047"	"2008"	"2008"	9.33
	"Dallas County, IA"	"19049"	"2003"	"2003"	10.47
	"Dallas County, IA"	"19049"	"2004"	"2004"	9.94
	"Dallas County, IA"	"19049"	"2005"	"2005"	11.33
	"Dallas County, IA"	"19049"	"2006"	"2006"	9.59
	"Dallas County, IA"	"19049"	"2007"	"2007"	11.05
	"Dallas County, IA"	"19049"	"2008"	"2008"	9.72
	"Davis County, IA"	"19051"	"2003"	"2003"	10.94
	"Davis County, IA"	"19051"	"2004"	"2004"	10.41
	"Davis County, IA"	"19051"	"2005"	"2005"	11.85
	"Davis County, IA"	"19051"	"2006"	"2006"	10.15
	"Davis County, IA"	"19051"	"2007"	"2007"	11.66
	"Davis County, IA"	"19051"	"2008"	"2008"	10.49
	"Decatur County, IA"	"19053"	"2003"	"2003"	10.13
	"Decatur County, IA"	"19053"	"2004"	"2004"	9.68
	"Decatur County, IA"	"19053"	"2005"	"2005"	11.12
	"Decatur County, IA"	"19053"	"2006"	"2006"	9.32
	"Decatur County, IA"	"19053"	"2007"	"2007"	10.57
	"Decatur County, IA"	"19053"	"2008"	"2008"	9.53
	"Delaware County, IA"	"19055"	"2003"	"2003"	11.80
	"Delaware County, IA"	"19055"	"2004"	"2004"	10.89
	"Delaware County, IA"	"19055"	"2005"	"2005"	12.59
	"Delaware County, IA"	"19055"	"2006"	"2006"	11.13
	"Delaware County, IA"	"19055"	"2007"	"2007"	12.80
	"Delaware County, IA"	"19055"	"2008"	"2008"	11.12
	"Des Moines County, IA"	"19057"	"2003"	"2003"	12.04
	"Des Moines County, IA"	"19057"	"2004"	"2004"	11.30
	"Des Moines County, IA"	"19057"	"2005"	"2005"	12.87
	"Des Moines County, IA"	"19057"	"2006"	"2006"	11.08
	"Des Moines County, IA"	"19057"	"2007"	"2007"	12.54
	"Des Moines County, IA"	"19057"	"2008"	"2008"	11.21
	"Dickinson County, IA"	"19059"	"2003"	"2003"	11.19
	"Dickinson County, IA"	"19059"	"2004"	"2004"	11.02
	"Dickinson County, IA"	"19059"	"2005"	"2005"	12.30
	"Dickinson County, IA"	"19059"	"2006"	"2006"	10.53
	"Dickinson County, IA"	"19059"	"2007"	"2007"	12.68
	"Dickinson County, IA"	"19059"	"2008"	"2008"	10.91
	"Dubuque County, IA"	"19061"	"2003"	"2003"	12.05
	"Dubuque County, IA"	"19061"	"2004"	"2004"	11.17
	"Dubuque County, IA"	"19061"	"2005"	"2005"	12.85
	"Dubuque County, IA"	"19061"	"2006"	"2006"	11.49
	"Dubuque County, IA"	"19061"	"2007"	"2007"	12.92
	"Dubuque County, IA"	"19061"	"2008"	"2008"	11.21
	"Emmet County, IA"	"19063"	"2003"	"2003"	11.29
	"Emmet County, IA"	"19063"	"2004"	"2004"	11.09
	"Emmet County, IA"	"19063"	"2005"	"2005"	12.33
	"Emmet County, IA"	"19063"	"2006"	"2006"	10.67
	"Emmet County, IA"	"19063"	"2007"	"2007"	12.80
	"Emmet County, IA"	"19063"	"2008"	"2008"	10.99
	"Fayette County, IA"	"19065"	"2003"	"2003"	11.73
	"Fayette County, IA"	"19065"	"2004"	"2004"	11.03
	"Fayette County, IA"	"19065"	"2005"	"2005"	12.46
	"Fayette County, IA"	"19065"	"2006"	"2006"	11.09
	"Fayette County, IA"	"19065"	"2007"	"2007"	12.98
	"Fayette County, IA"	"19065"	"2008"	"2008"	11.16
	"Floyd County, IA"	"19067"	"2003"	"2003"	11.57
	"Floyd County, IA"	"19067"	"2004"	"2004"	11.08
	"Floyd County, IA"	"19067"	"2005"	"2005"	12.36
	"Floyd County, IA"	"19067"	"2006"	"2006"	10.95
	"Floyd County, IA"	"19067"	"2007"	"2007"	12.89
	"Floyd County, IA"	"19067"	"2008"	"2008"	11.05
	"Franklin County, IA"	"19069"	"2003"	"2003"	11.27
	"Franklin County, IA"	"19069"	"2004"	"2004"	10.71
	"Franklin County, IA"	"19069"	"2005"	"2005"	12.09
	"Franklin County, IA"	"19069"	"2006"	"2006"	10.53
	"Franklin County, IA"	"19069"	"2007"	"2007"	12.38
	"Franklin County, IA"	"19069"	"2008"	"2008"	10.68
	"Fremont County, IA"	"19071"	"2003"	"2003"	9.10
	"Fremont County, IA"	"19071"	"2004"	"2004"	8.76
	"Fremont County, IA"	"19071"	"2005"	"2005"	10.18
	"Fremont County, IA"	"19071"	"2006"	"2006"	8.28
	"Fremont County, IA"	"19071"	"2007"	"2007"	9.22
	"Fremont County, IA"	"19071"	"2008"	"2008"	8.32
	"Greene County, IA"	"19073"	"2003"	"2003"	10.58
	"Greene County, IA"	"19073"	"2004"	"2004"	10.07
	"Greene County, IA"	"19073"	"2005"	"2005"	11.37
	"Greene County, IA"	"19073"	"2006"	"2006"	9.66
	"Greene County, IA"	"19073"	"2007"	"2007"	11.20
	"Greene County, IA"	"19073"	"2008"	"2008"	9.74
	"Grundy County, IA"	"19075"	"2003"	"2003"	11.26
	"Grundy County, IA"	"19075"	"2004"	"2004"	10.49
	"Grundy County, IA"	"19075"	"2005"	"2005"	12.06
	"Grundy County, IA"	"19075"	"2006"	"2006"	10.45
	"Grundy County, IA"	"19075"	"2007"	"2007"	12.22
	"Grundy County, IA"	"19075"	"2008"	"2008"	10.62
	"Guthrie County, IA"	"19077"	"2003"	"2003"	10.28
	"Guthrie County, IA"	"19077"	"2004"	"2004"	9.82
	"Guthrie County, IA"	"19077"	"2005"	"2005"	11.14
	"Guthrie County, IA"	"19077"	"2006"	"2006"	9.40
	"Guthrie County, IA"	"19077"	"2007"	"2007"	10.80
	"Guthrie County, IA"	"19077"	"2008"	"2008"	9.48
	"Hamilton County, IA"	"19079"	"2003"	"2003"	10.97
	"Hamilton County, IA"	"19079"	"2004"	"2004"	10.37
	"Hamilton County, IA"	"19079"	"2005"	"2005"	11.78
	"Hamilton County, IA"	"19079"	"2006"	"2006"	10.12
	"Hamilton County, IA"	"19079"	"2007"	"2007"	11.84
	"Hamilton County, IA"	"19079"	"2008"	"2008"	10.25
	"Hancock County, IA"	"19081"	"2003"	"2003"	11.33
	"Hancock County, IA"	"19081"	"2004"	"2004"	10.97
	"Hancock County, IA"	"19081"	"2005"	"2005"	12.21
	"Hancock County, IA"	"19081"	"2006"	"2006"	10.67
	"Hancock County, IA"	"19081"	"2007"	"2007"	12.65
	"Hancock County, IA"	"19081"	"2008"	"2008"	10.85
	"Hardin County, IA"	"19083"	"2003"	"2003"	11.13
	"Hardin County, IA"	"19083"	"2004"	"2004"	10.44
	"Hardin County, IA"	"19083"	"2005"	"2005"	11.93
	"Hardin County, IA"	"19083"	"2006"	"2006"	10.30
	"Hardin County, IA"	"19083"	"2007"	"2007"	12.04
	"Hardin County, IA"	"19083"	"2008"	"2008"	10.45
	"Harrison County, IA"	"19085"	"2003"	"2003"	9.96
